,ID,School Name_x,Total Grads % of cohort,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school
455,02M500_2016,UNITY CENTER FOR URBAN TECHNOLOGIES,84.4,2.48,2.27,,3,0.779,0.84,3,301,0.053,0.272,0.076,0.605,0.618,0.006999999999999999,0.252,0.037000000000000005,0.09300000000000001,0.09300000000000001,0.495,0.643,3,2,3,3,3,0.81,3,0.89,4,3,0.8220000000000001,0.69,2,0.9590000000000001,0.87,3,8.9
456,02M507_2016,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,89.2,2.75,2.56,,4,0.629,0.89,4,472,0.10800000000000001,0.28600000000000003,0.03,0.451,0.513,0.002,0.182,0.059000000000000004,0.078,0.078,0.409,0.5760000000000001,4,3,4,4,4,0.87,4,0.87,3,4,0.867,0.77,3,0.986,0.91,4,5.0
457,02M519_2016,TALENT UNLIMITED HIGH SCHOOL,95.3,3.26,2.91,,3,0.457,0.88,3,509,0.035,0.34600000000000003,0.002,0.289,0.395,0.002,0.11,0.183,0.028999999999999998,0.028999999999999998,0.196,0.833,4,4,4,3,3,0.88,4,0.77,2,3,0.9279999999999999,0.69,3,0.978,0.84,2,7.9
458,02M520_2016,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,51.4,2.48,2.28,,1,0.72,0.54,1,598,0.107,0.47700000000000004,0.109,0.532,0.38,0.043,0.23399999999999999,0.022000000000000002,0.14,0.14,0.462,0.795,3,2,2,2,2,0.58,1,0.72,2,1,0.815,0.62,2,0.9540000000000001,0.77,2,1.9
459,02M529_2016,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,62.0,2.54,2.29,,2,0.75,0.63,2,650,0.057,0.218,0.07200000000000001,0.568,0.675,0.006,0.171,0.043,0.095,0.095,0.521,0.738,3,2,2,3,3,0.65,2,0.76,2,2,0.813,0.58,2,0.971,0.72,2,12.0
460,02M531_2016,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,96.4,2.98,2.67,,4,0.607,0.97,4,247,0.024,0.37200000000000005,0.016,0.445,0.494,0.0,0.15,0.077,0.073,0.073,0.226,0.429,4,4,4,4,4,0.86,4,0.84,3,4,0.929,0.72,3,0.971,0.9,3,0.4
461,02M533_2016,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,87.5,2.67,2.5,,4,0.737,0.74,3,415,0.149,0.239,0.077,0.581,0.5489999999999999,0.0,0.142,0.043,0.092,0.092,0.37799999999999995,0.33299999999999996,4,3,4,4,4,0.78,4,0.93,4,3,0.8740000000000001,0.7,3,0.973,0.81,3,4.0
462,02M534_2016,HARVEST COLLEGIATE HIGH SCHOOL,88.1,2.92,2.59,,3,0.506,0.93,4,456,0.07200000000000001,0.23199999999999998,0.018000000000000002,0.33299999999999996,0.493,0.002,0.248,0.18,0.075,0.075,0.354,0.5710000000000001,3,2,2,3,3,0.85,3,0.84,3,3,0.883,0.71,2,0.981,0.93,4,3.9
463,02M542_2016,MANHATTAN BRIDGES HIGH SCHOOL,93.3,2.23,2.44,,4,0.845,0.93,4,510,0.0,0.002,0.455,0.61,0.9940000000000001,0.0,0.037000000000000005,0.002,0.204,0.204,0.223,0.871,4,4,4,4,4,0.91,4,0.79,3,3,0.922,0.84,4,0.9620000000000001,0.91,3,13.0
464,02M543_2016,NEW DESIGN HIGH SCHOOL,77.9,2.53,2.27,,4,0.758,0.73,2,431,0.067,0.32899999999999996,0.06,0.568,0.55,0.013999999999999999,0.24100000000000002,0.026000000000000002,0.172,0.172,0.43700000000000006,0.657,4,3,3,4,4,0.71,3,0.69,2,3,0.846,0.73,3,0.9620000000000001,0.87,3,13.0
465,02M545_2016,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,98.2,3.03,3.78,,3,0.7190000000000001,0.93,4,420,0.855,0.038,0.098,0.502,0.067,0.0,0.021,0.024,0.179,0.179,0.013999999999999999,0.76,4,3,4,3,4,0.91,4,0.8,3,4,0.98,0.8,4,0.985,0.9,3,13.0
466,02M546_2016,ACADEMY FOR SOFTWARE ENGINEERING,94.2,2.79,2.67,,3,0.605,0.89,4,451,0.095,0.264,0.022000000000000002,0.42100000000000004,0.503,0.002,0.231,0.095,0.062,0.062,0.414,0.486,3,3,3,3,3,0.81,3,0.87,3,3,0.871,0.76,2,0.972,0.9,3,4.0
467,02M551_2016,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,78.8,2.84,2.53,,2,0.5579999999999999,0.88,3,422,0.027999999999999997,0.204,0.012,0.391,0.483,0.009000000000000001,0.249,0.237,0.062,0.062,0.302,0.588,3,2,3,2,2,0.75,2,0.85,3,2,0.883,0.69,3,0.971,0.9,3,1.0
468,02M580_2016,RICHARD R GREEN HIGH SCHOOL OF TEACHING,66.7,2.57,2.29,,3,0.7829999999999999,0.85,3,532,0.071,0.312,0.047,0.617,0.575,0.004,0.22399999999999998,0.024,0.135,0.135,0.39799999999999996,0.8059999999999999,3,3,3,3,2,0.81,3,0.82,3,2,0.8590000000000001,0.66,3,0.968,0.86,3,3.6
469,02M600_2016,THE HIGH SCHOOL OF FASHION INDUSTRIES,89.7,2.9,2.62,,4,0.6779999999999999,0.93,4,1798,0.052000000000000005,0.374,0.026000000000000002,0.523,0.528,0.045,0.159,0.036000000000000004,0.087,0.087,0.248,0.74,4,3,4,4,3,0.85,3,0.82,3,4,0.917,0.71,3,0.963,0.91,3,5.8
470,02M615_2016,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,70.2,2.65,2.51,,3,0.7140000000000001,0.77,3,435,0.10300000000000001,0.264,0.016,0.552,0.5720000000000001,0.006999999999999999,0.18899999999999997,0.037000000000000005,0.09,0.09,0.37799999999999995,0.909,4,3,4,4,3,0.76,3,0.77,2,3,0.8759999999999999,0.73,3,0.971,0.85,3,0.9
471,02M625_2016,HS OF GRAPHIC COMMUNICATION ARTS,57.9,2.31,2.08,,0,0.7040000000000001,0.73,0,144,0.021,0.389,0.055999999999999994,0.521,0.528,0.049,0.271,0.021,0.09699999999999999,0.09699999999999999,0.7879999999999999,0.9440000000000001,3,2,2,3,3,0.8,0,0.83,0,0,0.6629999999999999,0.59,0,0.94,0.78,0,0.8
472,02M630_2016,ART AND DESIGN HIGH SCHOOL,76.6,3.06,2.8,,2,0.542,0.78,3,1442,0.08,0.21600000000000003,0.01,0.371,0.5579999999999999,0.025,0.175,0.12,0.069,0.069,0.284,0.815,2,2,2,2,3,0.76,2,0.76,2,2,0.894,0.68,2,0.968,0.83,3,0.4
473,02M655_2016,LIFE SCIENCES SECONDARY SCHOOL,62.0,2.58,2.37,,2,0.753,0.53,1,537,0.054000000000000006,0.302,0.067,0.5770000000000001,0.596,0.027999999999999997,0.203,0.024,0.114,0.114,0.575,0.75,2,2,2,3,2,0.59,1,0.66,1,1,0.7929999999999999,0.59,1,0.9670000000000001,0.72,1,1.0
474,03M299_2016,THE MAXINE GREENE HS FOR IMAGINATIVE INQUIRY,64.4,2.5,2.21,,3,0.769,0.74,2,426,0.006999999999999999,0.373,0.124,0.5660000000000001,0.589,0.026000000000000002,0.221,0.013999999999999999,0.16399999999999998,0.16399999999999998,0.544,0.69,4,3,3,3,3,0.86,3,0.82,3,2,0.805,0.66,3,0.983,0.87,3,11.0
475,03M307_2016,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES THE,70.2,2.47,2.21,,3,0.736,0.96,4,403,0.03,0.375,0.087,0.536,0.5429999999999999,0.005,0.201,0.025,0.107,0.107,0.561,0.56,3,3,4,3,3,0.92,4,0.82,3,3,0.8320000000000001,0.76,2,0.985,0.94,4,7.5
476,03M402_2016,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,56.8,2.39,2.19,,4,0.797,0.77,2,333,0.024,0.27,0.14400000000000002,0.628,0.6609999999999999,0.012,0.3,0.03,0.105,0.105,0.49,0.5,4,4,4,4,4,0.76,4,0.72,2,2,0.831,0.68,3,0.97,0.76,2,2.9
477,03M403_2016,THE GLOBAL LEARNING COLLABORATIVE,79.0,2.49,2.28,,4,0.779,0.91,4,452,0.018000000000000002,0.23199999999999998,0.146,0.613,0.701,0.0,0.21899999999999997,0.04,0.14400000000000002,0.14400000000000002,0.452,0.706,3,2,3,4,3,0.79,3,0.92,4,3,0.84,0.64,2,0.9520000000000001,0.85,3,3.9
478,03M415_2016,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,67.0,2.45,2.12,,3,0.7859999999999999,0.88,3,331,0.021,0.511,0.039,0.607,0.447,0.08800000000000001,0.22699999999999998,0.012,0.163,0.163,0.588,0.8059999999999999,3,2,3,3,3,0.82,3,0.86,3,2,0.78,0.68,3,0.971,0.85,3,1.0
479,03M417_2016,FRANK MCCOURT HIGH SCHOOL,89.6,3.19,2.95,,4,0.456,0.87,3,386,0.073,0.187,0.003,0.311,0.409,0.0,0.161,0.28800000000000003,0.031,0.031,0.264,0.815,3,4,4,4,3,0.89,4,0.85,3,3,0.9159999999999999,0.74,2,0.973,0.87,3,6.0
480,03M479_2016,BEACON HIGH SCHOOL,98.3,3.77,3.62,,3,0.263,0.74,2,1306,0.076,0.138,0.002,0.133,0.218,0.004,0.07200000000000001,0.526,0.011000000000000001,0.011000000000000001,0.071,0.917,4,3,4,4,4,0.9,4,0.82,3,4,0.9620000000000001,0.83,4,0.956,0.83,3,11.9
481,03M485_2016,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC & ART AN,97.0,3.82,3.74,,2,0.258,0.46,1,2713,0.191,0.11599999999999999,0.0,0.124,0.19399999999999998,0.001,0.025,0.441,0.012,0.012,0.121,0.925,4,3,3,3,3,0.74,3,0.78,2,4,0.948,0.66,3,0.9590000000000001,0.68,1,2.8
482,03M492_2016,HIGH SCHOOL FOR LAW ADVOCACY AND COMMUNITY JUSTICE,78.3,2.67,2.41,,3,0.7559999999999999,0.76,2,501,0.022000000000000002,0.401,0.044000000000000004,0.565,0.555,0.034,0.19399999999999998,0.02,0.134,0.134,0.47100000000000003,0.8240000000000001,3,4,3,4,4,0.75,3,0.89,3,2,0.8340000000000001,0.63,2,0.9420000000000001,0.83,3,4.8
483,03M494_2016,HIGH SCHOOL OF ARTS AND TECHNOLOGY,62.0,2.44,2.22,,2,0.77,0.55,1,576,0.019,0.342,0.094,0.597,0.606,0.045,0.22,0.023,0.155,0.155,0.5589999999999999,0.8240000000000001,2,2,2,2,2,0.59,1,0.84,3,2,0.8029999999999999,0.52,1,0.94,0.76,2,13.9
484,03M541_2016,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,99.0,3.56,3.59,,3,0.467,0.88,3,443,0.255,0.147,0.005,0.278,0.377,0.0,0.12,0.153,0.028999999999999998,0.028999999999999998,0.038,0.885,4,4,4,3,4,0.87,4,0.87,3,4,0.976,0.78,4,0.9590000000000001,0.9,3,2.8
485,03M860_2016,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,53.4,2.32,2.04,,3,0.785,0.67,2,321,0.022000000000000002,0.667,0.084,0.5760000000000001,0.28,0.027999999999999997,0.231,0.016,0.187,0.187,0.585,0.313,3,2,3,4,3,0.71,2,0.82,3,3,0.7829999999999999,0.63,2,0.975,0.74,2,5.9
486,04M372_2016,ESPERANZA PREPARATORY ACADEMY,67.1,2.35,2.22,,3,0.872,0.95,4,323,0.012,0.127,0.297,0.647,0.8420000000000001,0.096,0.22899999999999998,0.015,0.23199999999999998,0.23199999999999998,0.446,0.5329999999999999,3,2,2,3,3,0.83,2,0.91,4,3,0.877,0.72,3,0.966,0.91,3,1.1
487,04M409_2016,COALITION SCHOOL FOR SOCIAL CHANGE,46.7,2.3,2.08,,2,0.826,0.85,3,232,0.047,0.409,0.073,0.672,0.504,0.022000000000000002,0.319,0.026000000000000002,0.142,0.142,0.525,0.895,3,2,3,2,2,0.85,3,0.83,3,2,0.816,0.67,2,0.961,0.87,3,0.2
488,04M435_2016,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,93.4,3.3,3.39,,3,0.6809999999999999,0.89,3,1608,0.183,0.207,0.028999999999999998,0.501,0.542,0.003,0.08900000000000001,0.046,0.07,0.07,0.17600000000000002,0.7240000000000001,4,4,4,3,4,0.9,4,0.76,2,4,0.9309999999999999,0.74,3,0.9740000000000001,0.87,3,9.0
489,04M495_2016,PARK EAST HIGH SCHOOL,74.2,2.69,2.49,,4,0.713,0.95,4,404,0.045,0.267,0.015,0.545,0.644,0.0,0.17300000000000001,0.017,0.07200000000000001,0.07200000000000001,0.209,0.885,4,2,3,3,2,0.95,3,0.85,3,4,0.929,0.87,4,0.98,0.93,4,11.0
490,04M555_2016,CENTRAL PARK EAST HIGH SCHOOL,93.3,3.02,2.87,,4,0.735,0.96,4,470,0.077,0.24,0.027999999999999997,0.56,0.619,0.002,0.149,0.047,0.091,0.091,0.132,0.742,4,4,4,4,4,0.92,4,0.85,3,4,0.9440000000000001,0.84,4,0.98,0.94,4,11.0
491,04M610_2016,YOUNG WOMEN'S LEADERSHIP SCHOOL,100.0,3.13,2.99,,4,0.725,0.96,4,330,0.094,0.248,0.009000000000000001,0.521,0.591,0.0,0.14800000000000002,0.039,0.09699999999999999,0.09699999999999999,0.21100000000000002,0.774,4,4,4,4,3,0.93,4,0.82,3,4,0.9329999999999999,0.84,4,0.9690000000000001,0.93,4,1.9
492,04M680_2016,HERITAGE SCHOOL THE,70.2,2.42,2.15,,3,0.797,0.96,4,335,0.018000000000000002,0.316,0.051,0.657,0.636,0.003,0.266,0.018000000000000002,0.17300000000000001,0.17300000000000001,0.503,0.72,3,2,2,3,3,0.86,3,0.86,3,2,0.833,0.64,2,0.94,0.88,3,4.6
493,05M157_2016,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,,2.44,2.13,,3,0.81,0.83,3,206,0.015,0.47100000000000003,0.092,0.636,0.466,0.015,0.272,0.019,0.175,0.175,0.324,0.409,3,2,3,3,3,0.77,3,0.83,3,0,0.887,0.59,3,0.9740000000000001,0.83,3,3.0
494,05M304_2016,MOTT HALL HIGH SCHOOL,71.6,2.41,2.21,,2,0.8190000000000001,0.74,2,409,0.012,0.34700000000000003,0.122,0.643,0.609,0.034,0.235,0.02,0.154,0.154,0.39,0.6,3,2,2,3,3,0.66,2,0.9,4,2,0.863,0.7,3,0.96,0.79,3,5.8
495,05M362_2016,COLUMBIA SECONDARY SCHOOL,97.6,3.67,3.51,,4,0.503,0.87,3,377,0.127,0.19399999999999998,0.003,0.34,0.493,0.003,0.061,0.17800000000000002,0.028999999999999998,0.028999999999999998,0.136,0.6829999999999999,4,4,4,4,3,0.87,4,0.91,4,4,0.948,0.72,4,0.97,0.9,3,4.9
496,05M367_2016,ACADEMY FOR SOCIAL ACTION,39.3,2.24,1.99,,2,0.86,0.6,1,170,0.018000000000000002,0.45299999999999996,0.2,0.612,0.47100000000000003,0.065,0.28800000000000003,0.047,0.235,0.235,0.669,0.813,3,2,2,3,3,0.58,2,0.7,0,2,0.758,0.62,2,0.94,0.77,0,0.8
497,05M369_2016,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,75.0,2.42,2.18,,3,0.794,0.95,4,350,0.006,0.537,0.071,0.643,0.423,0.026000000000000002,0.209,0.009000000000000001,0.166,0.166,0.5720000000000001,0.6,3,2,3,3,3,0.89,3,0.8,3,3,0.7979999999999999,0.74,2,0.9620000000000001,0.92,4,1.9
498,05M469_2016,CHOIR ACADEMY OF HARLEM,77.4,2.43,2.11,,0,0.6970000000000001,0.93,0,33,0.03,0.667,0.03,0.485,0.273,0.0,0.212,0.03,0.152,0.152,0.5760000000000001,1.0,3,2,2,3,2,0.87,0,0.91,0,0,0.8170000000000001,0.69,0,0.966,0.92,0,1.8
499,05M499_2016,FREDERICK DOUGLASS ACADEMY,71.2,2.76,2.6,,2,0.708,0.73,2,1135,0.017,0.6920000000000001,0.016,0.475,0.233,0.011000000000000001,0.107,0.02,0.114,0.114,0.31,0.843,3,3,3,2,3,0.76,3,0.76,0,2,0.879,0.6,2,0.9540000000000001,0.82,0,4.7
500,05M670_2016,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,74.4,2.69,2.41,,4,0.747,0.83,3,384,0.013000000000000001,0.75,0.021,0.568,0.221,0.005,0.16699999999999998,0.003,0.094,0.094,0.21100000000000002,0.889,4,2,3,4,3,0.77,2,0.81,3,2,0.92,0.65,3,0.961,0.85,3,5.0
501,05M685_2016,BREAD & ROSES INTEGRATED ARTS HS,39.4,1.98,1.84,,0,0.779,0.95,0,29,0.0,0.655,0.138,0.517,0.31,0.207,0.414,0.034,0.207,0.207,0.6920000000000001,1.0,2,2,2,2,2,0.78,0,0.89,0,0,0.708,0.78,0,0.941,0.91,0,0.4
502,05M692_2016,HIGH SCHOOL FOR MATHEMATICS SCIENCE AND ENGINEERIN,97.8,3.89,4.05,,4,0.382,0.93,4,475,0.35200000000000004,0.099,0.0,0.23199999999999998,0.225,0.0,0.044000000000000004,0.26899999999999996,0.042,0.042,0.069,1.0,4,4,4,4,4,0.92,4,0.87,3,4,0.9590000000000001,0.8,4,0.978,0.89,3,4.7
503,06M293_2016,CITY COLLEGE ACADEMY OF THE ARTS,96.6,3.15,3.2,,2,0.72,0.73,2,345,0.006,0.052000000000000005,0.017,0.522,0.919,0.0,0.133,0.017,0.067,0.067,0.313,0.85,3,2,3,3,2,0.71,2,0.74,2,4,0.9059999999999999,0.73,3,0.9670000000000001,0.81,2,11.0
504,06M346_2016,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,71.4,2.45,2.2,,4,0.831,0.95,4,372,0.003,0.07,0.183,0.653,0.9059999999999999,0.016,0.188,0.013000000000000001,0.153,0.153,0.593,0.647,3,2,3,4,3,0.9,3,0.89,3,3,0.8009999999999999,0.8,3,0.986,0.94,4,5.1
505,06M348_2016,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,68.2,2.6,2.68,,4,0.8240000000000001,0.78,2,390,0.005,0.040999999999999995,0.128,0.644,0.941,0.003,0.213,0.008,0.151,0.151,0.529,0.782,4,3,3,4,3,0.8,3,0.84,2,2,0.836,0.79,3,0.973,0.88,3,0.8
506,06M462_2016,THE COLLEGE ACADEMY,53.5,2.21,2.09,,3,0.843,0.73,2,477,0.002,0.109,0.428,0.6579999999999999,0.866,0.038,0.214,0.013000000000000001,0.182,0.182,0.489,0.885,3,3,3,3,3,0.78,3,0.8,3,2,0.847,0.65,2,0.9640000000000001,0.83,2,5.3
507,06M463_2016,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,48.6,2.32,2.13,,2,0.853,0.78,3,427,0.016,0.141,0.37200000000000005,0.597,0.8290000000000001,0.009000000000000001,0.19699999999999998,0.009000000000000001,0.23199999999999998,0.23199999999999998,0.278,0.885,3,2,2,2,2,0.78,2,0.85,3,2,0.88,0.69,3,0.9590000000000001,0.87,3,0.9
508,06M467_2016,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,63.1,2.41,2.16,,3,0.825,0.93,4,615,0.003,0.161,0.27,0.623,0.815,0.09300000000000001,0.22,0.02,0.172,0.172,0.395,0.9490000000000001,3,2,3,3,3,0.85,3,0.91,4,3,0.867,0.69,3,0.95,0.91,4,16.8
509,06M468_2016,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,64.4,2.33,2.18,,3,0.8540000000000001,0.73,2,526,0.017,0.124,0.34600000000000003,0.605,0.833,0.006,0.156,0.01,0.276,0.276,0.392,0.524,3,3,3,3,3,0.75,3,0.92,4,3,0.872,0.68,3,0.9540000000000001,0.84,3,3.4
510,06M540_2016,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,70.9,2.72,2.48,,3,0.779,0.87,3,1438,0.053,0.298,0.099,0.603,0.609,0.024,0.138,0.017,0.11900000000000001,0.11900000000000001,0.39399999999999996,0.7140000000000001,3,2,3,3,3,0.8,3,0.76,2,2,0.861,0.65,2,0.9690000000000001,0.88,3,4.6
511,06M552_2016,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE,63.7,1.83,2.1,,3,0.9179999999999999,0.85,3,503,0.0,0.0,0.6859999999999999,0.461,1.0,0.0,0.013999999999999999,0.0,0.382,0.382,0.177,0.862,4,2,2,3,2,0.83,2,0.81,3,3,0.917,0.79,4,0.971,0.88,3,0.8
512,07X221_2016,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,92.4,2.55,2.31,,4,0.878,0.9,3,359,0.022000000000000002,0.259,0.033,0.685,0.691,0.0,0.23399999999999999,0.013999999999999999,0.08900000000000001,0.08900000000000001,0.24100000000000002,0.617,4,3,4,4,4,0.85,4,0.79,3,4,0.9109999999999999,0.79,4,0.9670000000000001,0.87,3,9.0
513,07X223_2016,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,,2.75,2.73,,3,0.857,0.78,3,304,0.003,0.201,0.099,0.7170000000000001,0.789,0.0,0.201,0.006999999999999999,0.069,0.069,0.22699999999999998,0.444,4,4,4,4,4,0.75,4,0.82,3,0,0.9209999999999999,0.73,4,0.973,0.83,3,13.0
514,07X259_2016,HERO HIGH HEALTH EDUCATION AND RESEARCH OCCUPATION,,2.51,2.28,,3,0.792,0.86,3,343,0.012,0.37,0.102,0.609,0.586,0.0,0.195,0.009000000000000001,0.155,0.155,0.43200000000000005,0.32,3,3,3,3,3,0.78,3,0.78,3,0,0.861,0.59,2,0.9640000000000001,0.86,3,3.0
515,07X334_2016,INTERNATIONAL COMMUNITY HIGH SCHOOL,64.8,1.78,1.9,,4,0.9390000000000001,0.89,3,470,0.053,0.121,0.7659999999999999,0.402,0.794,0.006,0.036000000000000004,0.021,0.26,0.26,0.336,0.821,4,3,3,4,3,0.84,3,0.83,3,2,0.8759999999999999,0.77,3,0.977,0.92,4,9.5
516,07X427_2016,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,69.6,2.32,2.11,,4,0.8490000000000001,0.92,4,326,0.006,0.27899999999999997,0.11,0.684,0.6990000000000001,0.015,0.267,0.012,0.138,0.138,0.601,0.792,4,3,4,4,4,0.91,4,0.92,4,3,0.8009999999999999,0.82,3,0.953,0.96,4,13.9
517,07X473_2016,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,57.6,2.29,2.13,,2,0.836,0.66,2,380,0.0,0.261,0.153,0.655,0.732,0.008,0.266,0.003,0.08900000000000001,0.08900000000000001,0.581,0.8079999999999999,3,2,2,3,2,0.69,2,0.79,3,2,0.782,0.68,2,0.965,0.81,3,3.1
518,07X495_2016,UNIVERSITY HEIGHTS SECONDARY SCHOOL,95.0,3.01,2.87,,3,0.792,0.96,4,482,0.027000000000000003,0.28600000000000003,0.021,0.612,0.6559999999999999,0.006,0.133,0.015,0.08900000000000001,0.08900000000000001,0.214,0.7140000000000001,4,3,3,3,3,0.92,3,0.92,4,4,0.93,0.79,4,0.976,0.93,4,6.8
519,07X500_2016,HOSTOSLINCOLN ACADEMY OF SCIENCE,80.7,2.97,2.83,,2,0.813,0.79,3,337,0.03,0.163,0.027000000000000003,0.608,0.769,0.0,0.154,0.012,0.071,0.071,0.213,0.8,3,2,3,2,3,0.8,3,0.8,3,3,0.915,0.65,3,0.9690000000000001,0.86,3,11.9
520,07X520_2016,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,55.9,2.24,1.92,,0,0.9009999999999999,0.62,0,105,0.01,0.248,0.248,0.648,0.705,0.095,0.267,0.019,0.22899999999999998,0.22899999999999998,0.509,0.5710000000000001,2,2,2,3,2,0.73,0,0.87,0,0,0.8590000000000001,0.65,0,0.945,0.71,0,1.9
521,07X522_2016,BRONX DESIGN AND CONSTRUCTION ACADEMY,57.7,2.36,2.25,,3,0.8029999999999999,0.9,4,577,0.013999999999999999,0.243,0.147,0.619,0.705,0.038,0.267,0.027999999999999997,0.13699999999999998,0.13699999999999998,0.5670000000000001,0.8,3,2,3,3,3,0.85,3,0.83,3,2,0.802,0.72,2,0.9670000000000001,0.89,3,1.8
522,07X527_2016,BRONX LEADERSHIP ACADEMY II HS,76.6,2.29,2.2,,3,0.8320000000000001,0.63,2,504,0.022000000000000002,0.29,0.159,0.677,0.669,0.006,0.27,0.008,0.131,0.131,0.446,0.632,4,3,3,4,3,0.74,3,0.86,3,3,0.846,0.72,3,0.961,0.81,3,0.9
523,07X547_2016,NEW EXPLORERS HIGH SCHOOL,46.2,2.31,2.08,,2,0.848,0.58,1,426,0.006999999999999999,0.28600000000000003,0.10300000000000001,0.6809999999999999,0.69,0.10800000000000001,0.29100000000000004,0.016,0.174,0.174,0.604,0.8440000000000001,3,2,3,3,2,0.58,2,0.8,3,2,0.777,0.49,2,0.96,0.73,2,0.5
524,07X548_2016,CAREERS IN SPORTS HIGH SCHOOL,68.4,2.53,2.38,,3,0.828,0.88,3,592,0.005,0.285,0.10300000000000001,0.645,0.688,0.005,0.248,0.022000000000000002,0.13,0.13,0.622,0.8059999999999999,3,2,3,3,3,0.86,3,0.75,2,2,0.784,0.73,2,0.9590000000000001,0.89,3,5.4
525,07X551_2016,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,53.3,2.3,2.09,,3,0.879,0.88,3,345,0.006,0.275,0.11599999999999999,0.7040000000000001,0.696,0.09300000000000001,0.267,0.017,0.075,0.075,0.462,0.49,4,4,4,3,4,0.77,4,0.82,3,3,0.8270000000000001,0.66,3,0.9620000000000001,0.86,3,1.9
526,07X600_2016,ALFRED E SMITH CAREER AND TECHNICAL EDUCATION HIGH,68.1,2.23,2.07,,3,0.8059999999999999,0.97,4,415,0.01,0.24100000000000002,0.23399999999999999,0.624,0.728,0.034,0.282,0.012,0.154,0.154,0.486,0.778,3,2,2,3,2,0.9,2,0.83,3,3,0.828,0.67,2,0.966,0.93,4,4.0
527,07X670_2016,HEALTH OPPORTUNITIES HIGH SCHOOL,62.1,2.36,2.19,,3,0.833,0.93,4,554,0.023,0.341,0.09,0.6659999999999999,0.596,0.055999999999999994,0.204,0.016,0.128,0.128,0.564,0.7879999999999999,3,2,3,3,2,0.86,2,0.9,4,2,0.782,0.7,2,0.973,0.91,4,4.6
528,08X269_2016,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,58.9,2.51,2.29,,3,0.857,0.74,2,336,0.012,0.214,0.11,0.726,0.765,0.039,0.259,0.003,0.11900000000000001,0.11900000000000001,0.441,0.5329999999999999,3,2,3,3,3,0.7,2,0.82,3,2,0.867,0.61,2,0.963,0.87,3,12.0
529,08X282_2016,WOMEN'S ACADEMY OF EXCELLENCE,57.1,2.37,2.12,,3,0.778,0.81,3,338,0.068,0.456,0.086,0.595,0.402,0.009000000000000001,0.231,0.038,0.145,0.145,0.599,0.76,3,2,3,3,2,0.84,2,0.68,2,2,0.774,0.53,2,0.9390000000000001,0.79,2,12.0
