DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing - 4yr,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
11X265,Bronx Lab School,High School,471,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,82%,82%,73%,76%,77%,85%,Proficient,Developing,Proficient,Proficient,Proficient,2-Mar-15,2.24,2.15,6.60%,19.30%,0.80%,76.80%,12.50%,59.40%,3.60%,39.90%,54.40%,1.50%,1.9,71.40%,86.40%,37.60%,97.10%
11X270,Academy for Scholarship and Entrepreneurship: A Co,High School,371,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,88%,91%,77%,88%,74%,89%,Proficient,Proficient,Proficient,Proficient,Proficient,23-Apr-15,2.18,2.03,5.40%,24.00%,3.20%,66.10%,8.40%,49.90%,3.20%,63.60%,30.50%,1.10%,10,84.60%,84.90%,46.10%,96.00%
11X275,High School of Computers and Technology,High School,567,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,90%,90%,87%,85%,72%,94%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,8-May-15,2.3,2.25,7.40%,24.20%,0.40%,75.30%,11.10%,59.10%,4.90%,34.40%,58.00%,1.20%,11,87.50%,86.50%,32.00%,97.50%
11X288,Collegiate Institute for Math and Science,High School,687,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,80%,65%,80%,54%,69%,77%,Developing,Developing,Proficient,Well Developed,Proficient,12-Mar-15,2.75,2.62,2.90%,16.30%,3.50%,64.10%,5.70%,48.30%,11.60%,33.80%,43.50%,9.50%,1,73.80%,88.70%,30.90%,96.40%
11X290,Bronx Academy of Health Careers,High School,465,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,84%,86%,77%,80%,72%,84%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,29-Apr-15,2.21,2.13,9.50%,22.80%,4.10%,77.10%,14.80%,58.70%,4.70%,44.70%,47.30%,1.90%,2.8,88.00%,89.30%,33.90%,96.70%
11X299,Astor Collegiate Academy,High School,476,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,75%,88%,73%,81%,71%,83%,Proficient,Developing,Developing,Developing,Developing,5-Feb-15,2.35,2.27,5.00%,23.10%,3.40%,67.20%,6.90%,51.30%,6.50%,33.40%,47.90%,10.50%,4.6,88.50%,88.00%,34.80%,96.60%
11X418,Bronx High School for the Visual Arts,High School,483,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,79%,62%,74%,61%,69%,77%,Proficient,Proficient,Proficient,Well Developed,Proficient,23-Apr-15,2.31,2.1,1.70%,26.50%,9.50%,68.60%,11.00%,51.30%,3.70%,27.30%,61.50%,6.80%,4,90.60%,86.20%,36.10%,95.30%
11X455,Harry S Truman High School,High School,2058,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,84%,90%,76%,86%,70%,88%,Developing,Developing,Proficient,Well Developed,Developing,"March 18-20, 2014",2.22,2.09,4.80%,18.30%,10.00%,67.60%,11.90%,52.90%,2.40%,51.60%,42.70%,2.20%,1.8,71.70%,89.10%,28.00%,96.50%
11X508,Bronxdale High School,High School,427,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,89%,92%,80%,90%,76%,92%,Proficient,Proficient,Proficient,Proficient,Proficient,"May 6-7, 2014",2.3,2.16,2.60%,18.70%,1.20%,69.00%,10.30%,53.20%,3.00%,28.80%,57.10%,9.40%,3.1,24.20%,84.70%,45.30%,97.00%
11X509,High School of Language and Innovation,High School,354,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,90%,95%,80%,92%,88%,92%,Proficient,Developing,Proficient,Proficient,Well Developed,9-Jan-15,1.91,1.97,73.70%,3.10%,0.00%,76.30%,21.20%,55.60%,16.70%,11.90%,57.60%,11.00%,4,40.00%,89.00%,36.30%,97.70%
11X513,New World High School,High School,408,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,89%,91%,85%,81%,73%,91%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,15-Jan-15,1.91,2.05,62.50%,5.60%,0.20%,79.70%,19.60%,61.80%,13.70%,9.30%,66.20%,7.60%,10,57.70%,90.60%,33.30%,96.90%
11X514,The Bronxwood Preparatory Academy,High School,423,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,88%,89%,78%,82%,74%,88%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,6-May-15,2.19,2.04,6.40%,23.90%,3.80%,65.50%,10.60%,45.40%,3.30%,61.90%,28.80%,3.80%,10,72.00%,90.90%,24.50%,95.60%
11X542,Pelham Preparatory Academy,High School,489,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,84%,91%,82%,83%,69%,92%,Proficient,Proficient,Proficient,Well Developed,Proficient,25-Feb-15,2.5,2.35,2.00%,19.00%,4.70%,58.30%,4.90%,43.10%,5.50%,35.60%,48.90%,6.50%,3.8,73.10%,92.80%,19.30%,96.30%
11X544,High School for Contemporary Arts,High School,493,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,N/A,N/A,Meeting Target,84%,81%,66%,65%,64%,81%,Developing,Developing,Developing,Developing,Developing,23-Apr-15,2.23,2.07,7.70%,29.00%,10.10%,78.80%,11.80%,64.10%,0.80%,38.10%,59.20%,1.00%,0.6,96.20%,78.80%,60.40%,96.00%
11X545,Bronx Aerospace High School,High School,431,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,85%,79%,77%,70%,64%,82%,Proficient,Developing,Developing,Developing,Proficient,11-Dec-14,2.22,2.15,11.60%,31.80%,5.80%,75.20%,11.80%,57.50%,2.30%,29.20%,64.50%,2.10%,1,78.30%,80.70%,41.60%,94.10%
12X242,Mott Hall V,High School,669,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,82%,87%,89%,80%,74%,92%,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,3-Dec-14,2.42,2.42,5.80%,23.00%,7.20%,79.50%,6.60%,61.20%,4.20%,22.20%,70.60%,1.70%,10,43.40%,89.80%,38.40%,97.70%
12X248,"Metropolitan High School, The",High School,326,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,80%,87%,86%,82%,74%,90%,Developing,Developing,Developing,Proficient,Developing,1-Apr-15,2.11,2.09,21.80%,27.60%,4.90%,82.80%,12.00%,67.80%,0.90%,21.50%,74.80%,0.30%,0.4,76.90%,82.70%,55.70%,97.50%
12X251,Explorations Academy,High School,358,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,78%,80%,83%,77%,74%,88%,Proficient,Proficient,Proficient,Proficient,Proficient,16-Dec-14,2.13,2.07,18.20%,23.50%,0.30%,81.40%,15.10%,65.10%,0.80%,27.10%,69.80%,2.00%,7.9,74.10%,82.40%,55.70%,95.50%
12X267,Bronx Latin,High School,546,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,93%,97%,91%,96%,87%,96%,Proficient,Proficient,Well Developed,Well Developed,Well Developed,3-Dec-14,2.37,2.26,13.50%,20.90%,0.70%,83.50%,9.80%,66.70%,1.70%,21.20%,77.10%,0.00%,2.8,47.80%,90.00%,33.20%,97.00%
12X271,East Bronx Academy for the Future,High School,618,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,85%,91%,84%,92%,75%,93%,Proficient,Proficient,Developing,Well Developed,Well Developed,8-May-15,2.21,2.04,10.90%,30.60%,9.30%,85.30%,16.90%,68.90%,3.00%,25.40%,71.00%,0.50%,11,60.40%,81.30%,59.20%,96.30%
12X278,Peace and Diversity Academy,High School,170,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,79%,85%,82%,78%,78%,90%,Developing,Developing,Developing,Developing,Developing,30-Apr-15,2.03,1.9,18.80%,28.20%,12.40%,77.40%,25.30%,54.10%,0.60%,44.10%,52.40%,1.80%,0.4,93.80%,69.30%,70.70%,96.10%
12X372,Urban Assembly School for Wildlife Conservation,High School,571,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,Approaching Target,90%,76%,83%,62%,78%,79%,Proficient,Developing,Developing,Developing,Developing,20-Mar-15,2.32,2.18,6.70%,21.70%,0.60%,80.90%,12.80%,60.60%,2.20%,25.30%,69.40%,2.20%,0.9,46.50%,83.70%,46.20%,96.50%
12X388,Pan American International High School at Monroe,High School,428,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,93%,95%,98%,93%,92%,94%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"October 23-24, 2013",1.75,1.86,92.30%,2.60%,0.90%,71.30%,23.80%,37.40%,0.00%,0.00%,100.00%,0.00%,7,63.30%,88.80%,32.80%,97.00%
12X478,THE CINEMA SCHOOL,High School,338,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,79%,80%,82%,71%,73%,89%,Developing,Developing,Proficient,Proficient,Proficient,21-Apr-15,2.58,2.45,3.30%,8.30%,0.00%,72.30%,5.60%,57.10%,3.80%,21.90%,69.80%,4.10%,2,65.00%,90.00%,38.30%,98.00%
12X479,Bronx Career and College Preparatory High School,High School,333,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,85%,90%,85%,82%,80%,92%,Developing,Developing,Proficient,Well Developed,Proficient,"November 13-14, 2013",2.16,2.05,15.30%,29.10%,3.60%,85.40%,21.30%,68.80%,0.90%,40.50%,56.80%,0.60%,6,53.80%,79.30%,62.80%,97.20%
12X511,Bronx Envision Academy,High School,355,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,80%,80%,77%,85%,73%,87%,Proficient,Developing,Developing,Well Developed,Proficient,"February 25-26, 2014",2.22,2.14,13.00%,21.10%,0.80%,81.50%,16.90%,63.40%,2.00%,34.40%,60.30%,2.00%,4,50.00%,82.00%,50.70%,95.70%
12X521,The Metropolitan Soundview High School,High School,416,Approaching Target,Approaching Target,N/A,Meeting Target,N/A,N/A,Meeting Target,82%,83%,88%,81%,73%,89%,Proficient,Developing,Developing,Proficient,Developing,"February 5-6, 2014",2.16,2.16,13.00%,22.60%,2.60%,80.70%,13.20%,64.90%,2.60%,26.20%,67.30%,1.70%,4,43.80%,78.80%,62.50%,96.60%
12X550,High School of World Cultures,High School,410,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,92%,82%,80%,76%,80%,85%,Proficient,Developing,Developing,Proficient,Proficient,6-May-15,1.91,1.94,84.60%,0.00%,0.00%,76.60%,30.00%,43.90%,8.00%,8.30%,80.20%,1.20%,11.8,77.80%,84.80%,44.80%,97.90%
12X682,Fannie Lou Hamer Freedom High School,High School,470,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,87%,97%,86%,97%,90%,97%,Proficient,Developing,Proficient,Proficient,Proficient,23-Mar-15,2.12,2.05,8.10%,29.40%,11.30%,85.30%,13.40%,72.10%,0.40%,28.50%,70.40%,0.20%,0.8,81.80%,81.70%,59.30%,95.30%
12X684,Wings Academy,High School,501,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,79%,83%,74%,74%,70%,79%,Developing,Developing,Developing,Proficient,Proficient,11-Feb-15,2.18,2.1,3.40%,24.20%,2.20%,81.30%,12.40%,66.10%,0.80%,58.50%,37.90%,1.20%,1.6,84.40%,81.90%,54.60%,95.60%
12X692,Monroe Academy for Visual Arts & Design,High School,445,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,76%,84%,74%,78%,72%,84%,Developing,Developing,Developing,Proficient,Developing,30-Oct-14,2.05,2.01,24.30%,25.60%,9.00%,84.70%,13.90%,68.80%,1.10%,18.00%,78.40%,0.90%,10,92.60%,77.10%,60.90%,94.50%
13K265,Dr. Susan S. McKinney Secondary School of the Arts,High School,421,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,86%,85%,81%,85%,79%,87%,Well Developed,Proficient,Proficient,Proficient,Proficient,"February 10-11, 2014",2.31,2.07,3.30%,20.50%,0.30%,78.20%,9.10%,60.90%,0.70%,73.00%,22.80%,0.70%,0.8,81.60%,79.20%,64.00%,98.60%
13K350,Urban Assembly High School of Music and Art,High School,387,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,80%,84%,79%,76%,68%,85%,Proficient,Proficient,Proficient,Developing,Proficient,1-May-15,2.3,2.11,2.60%,24.00%,5.20%,75.10%,9.80%,60.50%,0.50%,77.50%,20.70%,0.50%,10,46.20%,81.60%,55.70%,95.20%
13K412,"Brooklyn Community High School of Communication, A",High School,404,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,86%,92%,84%,92%,80%,90%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,5-May-15,2.26,2.07,5.00%,20.50%,0.00%,76.70%,10.90%,60.10%,1.20%,78.50%,17.80%,0.70%,9,80.80%,84.10%,49.90%,98.50%
13K419,"Science Skills Center High School for Science, Tec",High School,528,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,84%,84%,74%,79%,78%,84%,Proficient,Developing,Proficient,Developing,Proficient,"October 28-29, 2013",2.45,2.32,4.20%,17.20%,0.40%,66.20%,8.00%,49.40%,6.80%,70.50%,18.40%,2.10%,3.2,64.70%,89.70%,26.80%,97.30%
13K430,Brooklyn Technical High School,High School,5447,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Not Meeting Target,Approaching Target,Exceeding Target,81%,80%,85%,72%,61%,85%,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,15-Apr-15,3.7,3.88,0.10%,1.60%,0.00%,43.80%,1.90%,29.60%,60.50%,7.70%,7.60%,20.50%,9.3,92.90%,96.80%,6.40%,97.10%
13K439,Brooklyn International High School,High School,345,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,96%,99%,93%,97%,78%,97%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,20-Nov-14,1.82,2.35,79.40%,2.30%,0.00%,75.50%,18.00%,54.50%,41.70%,17.70%,26.70%,13.90%,0.8,70.80%,93.60%,16.90%,97.80%
13K483,The Urban Assembly School for Law and Justice,High School,448,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,86%,92%,84%,91%,78%,94%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"Dec 17-18, 2012",2.58,2.37,0.70%,14.10%,0.20%,60.60%,5.60%,44.00%,2.00%,71.40%,21.90%,0.90%,2,56.70%,91.60%,27.00%,96.60%
13K499,ACORN Community High School,High School,504,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,87%,87%,78%,85%,74%,88%,Proficient,Proficient,Proficient,Proficient,Proficient,"December 9-10, 2013",2.23,2.08,3.40%,27.20%,4.00%,75.10%,16.50%,56.20%,1.00%,83.50%,12.90%,1.60%,5,91.20%,79.20%,54.90%,95.50%
13K527,Urban Assembly Institute of Math and Science for Y,High School,470,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,84%,89%,82%,86%,73%,88%,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,8-Dec-14,2.49,2.27,2.50%,15.50%,1.10%,69.50%,6.70%,50.00%,3.50%,73.60%,14.80%,4.90%,4.8,61.50%,90.50%,30.30%,96.50%
13K595,Bedford Academy High School,High School,364,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,90%,91%,87%,91%,90%,92%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,19-Dec-14,2.82,2.69,1.10%,11.30%,0.00%,52.90%,2.50%,34.30%,3.00%,84.60%,7.70%,0.80%,6.9,100.00%,95.90%,9.30%,97.60%
13K605,George Westinghouse Career and Technical Education,High School,634,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,79%,82%,78%,79%,73%,86%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,19-Mar-15,2.33,2.18,2.20%,18.30%,6.00%,67.30%,9.30%,50.00%,2.50%,74.40%,19.70%,2.10%,6.9,71.10%,85.80%,38.90%,96.90%
13K670,Benjamin Banneker Academy,High School,916,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,84%,88%,78%,82%,72%,87%,Proficient,Developing,Proficient,Well Developed,Proficient,4-Dec-14,3.11,2.86,0.10%,5.30%,1.20%,55.00%,3.20%,38.60%,3.40%,86.40%,8.60%,0.50%,3.8,90.90%,89.60%,36.90%,94.50%
13K674,"City Polytechnic High School of Engineering, Archi",High School,458,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,83%,71%,80%,69%,76%,82%,Developing,Developing,Developing,Proficient,Proficient,17-Mar-15,2.55,2.49,2.40%,20.50%,3.70%,53.90%,5.00%,36.50%,6.60%,69.70%,19.70%,3.50%,1.8,73.30%,88.10%,36.00%,97.30%
14K071,Juan Morel Campos Secondary School,High School,692,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,88%,92%,82%,88%,77%,91%,Proficient,Proficient,Proficient,Proficient,Proficient,20-May-15,2.04,2,23.10%,27.90%,3.00%,86.80%,14.10%,68.80%,0.30%,13.60%,82.70%,2.50%,2.8,74.20%,86.10%,48.40%,95.80%
14K322,Foundations Academy,High School,113,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,86%,79%,75%,70%,79%,81%,Developing,Developing,Developing,Developing,Developing,29-Apr-15,2.14,1.99,6.20%,32.70%,2.70%,82.60%,26.50%,65.50%,1.80%,67.30%,29.20%,0.00%,1.1,37.50%,74.20%,68.60%,96.70%
14K449,"Brooklyn Latin School, The",High School,676,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,91%,94%,89%,92%,70%,95%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,15-Dec-14,3.56,3.62,0.10%,2.20%,0.00%,45.40%,3.10%,29.90%,36.10%,19.40%,14.50%,13.50%,2,52.40%,94.30%,21.80%,97.10%
14K454,Green School: An Academy for Environmental Careers,High School,276,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,90%,94%,83%,92%,78%,94%,Proficient,Developing,Proficient,Proficient,Proficient,17-Apr-15,2.19,2.03,25.40%,22.10%,1.10%,77.50%,18.50%,58.30%,0.70%,38.00%,59.10%,1.40%,3.4,58.30%,83.70%,49.00%,97.00%
14K474,PROGRESS High School for Professional Careers,High School,1098,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,89%,91%,78%,85%,85%,87%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,20-Apr-15,2.21,2.11,14.30%,18.30%,2.60%,76.60%,8.30%,61.80%,1.00%,35.10%,62.60%,0.80%,18,68.30%,82.70%,47.10%,96.70%
14K477,School for Legal Studies,High School,598,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,84%,89%,81%,82%,71%,90%,Proficient,Developing,Developing,Proficient,Developing,6-Mar-15,2.26,2.11,16.60%,18.90%,1.70%,78.70%,19.60%,60.20%,1.00%,45.80%,50.00%,1.30%,6.4,75.70%,77.90%,56.50%,96.90%
14K478,"The High School for Enterprise, Business and Techn",High School,1001,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,88%,81%,90%,72%,67%,85%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,31-Mar-15,2.4,2.36,7.50%,16.10%,3.30%,71.50%,6.90%,54.30%,4.00%,36.10%,56.90%,2.50%,4.8,79.40%,89.40%,28.90%,95.70%
14K488,Brooklyn Preparatory High School,High School,494,Meeting Target,Exceeding Target,N/A,Meeting Target,Meeting Target,Meeting Target,Meeting Target,82%,91%,93%,90%,76%,95%,Proficient,Proficient,Proficient,Well Developed,Well Developed,5-May-15,2.45,2.25,3.60%,17.60%,0.80%,64.60%,5.70%,47.60%,2.40%,54.70%,40.30%,2.00%,4.9,61.10%,89.90%,30.00%,95.70%
14K558,Williamsburg High School for Architecture and Desi,High School,595,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,95%,95%,97%,92%,77%,96%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,12-Jan-15,2.36,2.29,4.20%,26.60%,0.50%,69.00%,8.60%,52.30%,2.40%,31.60%,60.00%,4.20%,6.5,69.40%,92.20%,21.00%,97.20%
14K561,Williamsburg Preparatory School,High School,682,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,86%,93%,86%,93%,80%,96%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,26-Feb-15,2.55,2.43,3.20%,15.00%,1.20%,67.50%,4.70%,50.70%,2.60%,16.40%,69.60%,10.00%,4.5,88.10%,90.90%,27.20%,96.70%
14K586,Lyons Community School,High School,520,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,85%,95%,84%,92%,84%,93%,Proficient,Developing,Proficient,Proficient,Proficient,"March 19-20, 2014",2.2,2.03,12.80%,21.40%,0.30%,84.30%,15.70%,66.20%,1.80%,39.80%,55.80%,2.40%,8,68.80%,79.90%,56.50%,96.90%
14K610,Automotive High School,High School,383,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,N/A,N/A,Approaching Target,82%,74%,79%,56%,75%,72%,Developing,Developing,Developing,Developing,Developing,27-May-15,2.14,2.1,7.00%,29.20%,9.40%,70.60%,7.60%,56.90%,1.60%,55.90%,38.10%,2.90%,3.9,64.90%,80.50%,57.80%,97.00%
14K614,Young Women's Leadership School of Brooklyn,High School,380,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,84%,88%,85%,83%,81%,93%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"March 3-4, 2014",2.58,2.32,2.10%,15.80%,0.00%,68.00%,6.70%,47.50%,3.30%,63.80%,28.30%,0.80%,7,50.00%,92.20%,28.70%,97.50%
14K632,Frances Perkins Academy,High School,142,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,80%,92%,83%,94%,82%,92%,Proficient,Developing,Developing,Proficient,Proficient,"May 13-14, 2014",2.15,2.06,5.60%,28.90%,0.00%,73.00%,13.40%,52.80%,0.70%,62.70%,32.40%,2.10%,2,42.90%,85.20%,39.00%,98.20%
14K685,El Puente Academy for Peace and Justice,High School,245,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,90%,94%,86%,89%,74%,95%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,21-Apr-15,2.23,2.1,15.50%,24.50%,0.00%,78.00%,6.90%,61.20%,0.00%,11.80%,85.30%,1.20%,4,81.30%,85.20%,49.20%,96.20%
15K429,Brooklyn School for Global Studies,High School,250,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,79%,73%,78%,67%,69%,76%,Proficient,Developing,Proficient,Well Developed,Proficient,27-Apr-15,2.27,2.13,7.80%,25.90%,0.00%,74.90%,5.40%,58.40%,2.40%,54.80%,35.50%,6.60%,1.7,75.00%,84.50%,41.90%,95.60%
15K448,Brooklyn Secondary School for Collaborative Studie,High School,685,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,85%,91%,85%,87%,81%,93%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"November 7-8, 2013",2.44,2.18,3.30%,27.50%,0.00%,63.50%,7.30%,44.30%,5.80%,38.50%,45.30%,9.30%,0.9,62.70%,84.60%,47.00%,96.40%
15K462,Secondary School for Law,High School,351,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,91%,79%,89%,77%,81%,90%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,1-Apr-15,2.43,2.22,2.00%,14.00%,0.60%,67.50%,8.80%,52.10%,2.00%,66.40%,25.90%,3.40%,5,76.90%,86.00%,40.40%,95.90%
15K463,Secondary School for Journalism,High School,285,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,91%,86%,79%,86%,71%,88%,Proficient,Developing,Developing,Developing,Proficient,24-Apr-15,2.33,2.14,12.60%,20.70%,0.00%,69.40%,9.10%,54.40%,7.40%,46.70%,37.50%,6.30%,0.9,75.00%,80.20%,56.90%,97.20%
15K464,Park Slope Collegiate,High School,423,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,91%,93%,83%,92%,79%,92%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,13-May-15,2.26,2.17,10.50%,19.10%,0.30%,65.20%,6.90%,51.60%,7.90%,46.40%,36.50%,3.60%,11,71.90%,89.10%,34.40%,96.50%
15K497,School for International Studies,High School,466,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,83%,85%,73%,79%,71%,80%,Well Developed,Proficient,Well Developed,Proficient,Well Developed,12-May-15,2.35,2.27,9.30%,13.50%,3.40%,71.00%,8.20%,54.10%,4.20%,47.90%,36.30%,9.90%,2.8,56.80%,86.70%,36.40%,96.30%
